pibs_payload/msg_num,pibs_payload/current_position/0,pibs_payload/current_position/1,,,pibs_payload/current_position/2,pibs_payload/wifi_qual,pibs_payload/source_id,pibs_payload/generation_time,pibs_payload/wifi_sig
57,41.73978167,-86.099285,circle1,blue,233.8,70/70,b827ebefdb50,1539731386,-16
58,41.73978167,-86.099285,circle1,blue,233.7,70/70,b827ebefdb50,1539731389,-16
59,41.73978167,-86.099285,circle1,blue,233.7,70/70,b827ebefdb50,1539731392,-21
60,41.73978167,-86.099285,circle1,blue,233.7,60/70,b827ebefdb50,1539731396,-40
61,41.73978167,-86.099285,circle1,blue,233.7,70/70,b827ebefdb50,1539731399,-41
62,41.73978167,-86.09928333,circle1,blue,233.8,53/70,b827ebefdb50,1539731402,-51
63,41.73977833,-86.09928,circle1,blue,233.9,57/70,b827ebefdb50,1539731405,-42
64,41.73978,-86.09932333,circle1,blue,233.9,69/70,b827ebefdb50,1539731408,-49
65,41.73977333,-86.09936667,circle1,blue,234.1,50/70,b827ebefdb50,1539731411,-55
66,41.73975,-86.09941667,circle1,blue,234.2,50/70,b827ebefdb50,1539731415,-61
67,41.739715,-86.099425,circle1,blue,233.9,48/70,b827ebefdb50,1539731418,-62
68,41.739685,-86.099425,circle1,blue,234.2,46/70,b827ebefdb50,1539731421,-61
69,41.73965,-86.09942333,circle1,blue,234.1,29/70,b827ebefdb50,1539731424,-67
70,41.73963,-86.09941833,circle1,blue,234,44/70,b827ebefdb50,1539731427,-67
71,41.73957667,-86.09941,circle1,blue,233.5,41/70,b827ebefdb50,1539731431,-66
72,41.73954167,-86.09939833,circle1,blue,233.1,38/70,b827ebefdb50,1539731434,-74
73,41.73952333,-86.09938833,circle1,blue,233,37/70,b827ebefdb50,1539731437,-74
74,41.739475,-86.099375,circle1,blue,232.8,43/70,b827ebefdb50,1539731440,-81
75,41.73943833,-86.09936,circle1,blue,232.9,34/70,b827ebefdb50,1539731443,-71
76,41.73940167,-86.09934167,circle1,blue,232.8,32/70,b827ebefdb50,1539731446,-76
77,41.73935167,-86.09931833,circle1,blue,232.4,35/70,b827ebefdb50,1539731450,-71
78,41.73932,-86.09931167,circle1,blue,232.4,34/70,b827ebefdb50,1539731453,-70
79,41.739285,-86.09928667,circle1,blue,232.3,20/70,b827ebefdb50,1539731456,-76
80,41.73925667,-86.099255,circle1,blue,232.4,19/70,b827ebefdb50,1539731459,-91
81,41.73924667,-86.09922333,circle1,blue,232.3,18/70,b827ebefdb50,1539731462,-92
82,41.73926,-86.099155,circle1,blue,232.8,18/70,b827ebefdb50,1539731466,-92
83,41.73928667,-86.09910167,circle1,blue,233.4,18/70,b827ebefdb50,1539731469,-92
84,41.73929833,-86.09907167,circle1,blue,233.6,18/70,b827ebefdb50,1539731472,-92
85,41.73932333,-86.099015,circle1,blue,233.9,18/70,b827ebefdb50,1539731475,-92
86,41.73934,-86.09897,circle1,blue,234.1,18/70,b827ebefdb50,1539731478,-92
87,41.73935833,-86.09893167,circle1,blue,234.3,18/70,b827ebefdb50,1539731482,-92
88,41.73938167,-86.09888333,circle1,blue,234.7,18/70,b827ebefdb50,1539731485,-92
89,41.73939333,-86.098845,circle1,blue,234.9,18/70,b827ebefdb50,1539731488,-92
90,41.739405,-86.09880667,circle1,blue,234.5,14/70,b827ebefdb50,1539731491,-96
91,41.73941667,-86.098765,circle1,blue,234.2,14/70,b827ebefdb50,1539731494,-96
92,41.73942667,-86.09873333,circle1,blue,234.1,14/70,b827ebefdb50,1539731498,-96
93,41.73945333,-86.09865667,circle1,blue,234.1,14/70,b827ebefdb50,1539731501,-96
94,41.73946667,-86.09861333,circle1,blue,234.3,14/70,b827ebefdb50,1539731504,-96
95,41.73948,-86.09858667,circle1,blue,235.1,14/70,b827ebefdb50,1539731507,-96
96,41.739505,-86.098535,circle1,blue,236.3,14/70,b827ebefdb50,1539731510,-96
97,41.73953167,-86.09848,circle1,blue,236.9,14/70,b827ebefdb50,1539731514,-96
98,41.73954333,-86.09845833,circle1,blue,237.1,14/70,b827ebefdb50,1539731517,-96
99,41.73952833,-86.098505,circle1,blue,237.3,14/70,b827ebefdb50,1539731520,-96
100,41.73951167,-86.09853833,circle1,blue,237.1,14/70,b827ebefdb50,1539731523,-96
101,41.73949667,-86.09856833,circle1,blue,237.1,14/70,b827ebefdb50,1539731526,-96
102,41.73947333,-86.09861333,circle1,blue,237.4,15/70,b827ebefdb50,1539731530,-95
103,41.73945333,-86.09865333,circle1,blue,237.9,15/70,b827ebefdb50,1539731533,-95
104,41.73942833,-86.09869333,circle1,blue,237.9,15/70,b827ebefdb50,1539731536,-95
105,41.73941167,-86.09873833,circle1,blue,237.8,17/70,b827ebefdb50,1539731539,-95
106,41.7394,-86.09877,circle1,blue,237.8,17/70,b827ebefdb50,1539731542,-93
107,41.739365,-86.09884333,circle1,blue,238.2,17/70,b827ebefdb50,1539731546,-93
108,41.73934333,-86.09888667,circle1,blue,238,17/70,b827ebefdb50,1539731549,-93
109,41.73932833,-86.09891833,circle1,blue,238,17/70,b827ebefdb50,1539731552,-93
110,41.739305,-86.09898333,circle1,blue,238.1,17/70,b827ebefdb50,1539731555,-93
111,41.73928833,-86.09903167,circle1,blue,238.1,14/70,b827ebefdb50,1539731558,-96
112,41.73926667,-86.09908167,circle1,blue,237.6,28/70,b827ebefdb50,1539731562,-93
113,41.73924333,-86.09914,circle1,blue,237,15/70,b827ebefdb50,1539731565,-82
114,41.73923667,-86.099185,circle1,blue,236.6,30/70,b827ebefdb50,1539731568,-89
115,41.73925333,-86.099225,circle1,blue,236.4,22/70,b827ebefdb50,1539731571,-91
116,41.73927167,-86.09925833,circle1,blue,236.5,31/70,b827ebefdb50,1539731574,-81
117,41.73927833,-86.09926667,circle1,blue,236.5,24/70,b827ebefdb50,1539731578,-86
118,41.73927333,-86.09926667,circle1,blue,236.2,21/70,b827ebefdb50,1539731581,-89
119,41.739255,-86.09923833,circle1,blue,236,20/70,b827ebefdb50,1539731584,-90
120,41.739235,-86.09920667,circle1,blue,236.1,20/70,b827ebefdb50,1539731587,-90
121,41.73924,-86.09913167,circle1,blue,236.1,20/70,b827ebefdb50,1539731590,-90
122,41.73927,-86.09906833,circle1,blue,236.5,20/70,b827ebefdb50,1539731594,-90
123,41.73928333,-86.09903667,circle1,blue,236.7,20/70,b827ebefdb50,1539731597,-90
124,41.73930833,-86.09896833,circle1,blue,236.4,20/70,b827ebefdb50,1539731600,-90
125,41.73933333,-86.09891667,circle1,blue,236.4,20/70,b827ebefdb50,1539731603,-90
126,41.73936167,-86.098855,circle1,blue,236.2,20/70,b827ebefdb50,1539731606,-90
127,41.73939333,-86.09878,circle1,blue,236,20/70,b827ebefdb50,1539731610,-90
128,41.73941333,-86.09873333,circle1,blue,236.3,20/70,b827ebefdb50,1539731613,-90
129,41.73943833,-86.09868833,circle1,blue,236.4,20/70,b827ebefdb50,1539731616,-90
130,41.73946167,-86.09863667,circle1,blue,236.6,20/70,b827ebefdb50,1539731619,-90
131,41.73947333,-86.09860333,circle1,blue,236.8,20/70,b827ebefdb50,1539731622,-90
132,41.73951167,-86.09851167,circle1,blue,236.1,20/70,b827ebefdb50,1539731626,-90
133,41.739535,-86.09845833,circle1,blue,235.8,20/70,b827ebefdb50,1539731629,-90
134,41.73955167,-86.09842167,circle1,blue,235.5,20/70,b827ebefdb50,1539731632,-90
135,41.73958,-86.09835833,circle1,blue,234.6,20/70,b827ebefdb50,1539731635,-90
136,41.73959833,-86.09831167,circle1,blue,233.3,20/70,b827ebefdb50,1539731638,-90
137,41.73963,-86.09826167,circle1,blue,233.1,20/70,b827ebefdb50,1539731642,-90
