pibs_payload/msg_num,pibs_payload/current_position/0,pibs_payload/current_position/1,,,pibs_payload/current_position/2,pibs_payload/wifi_qual,pibs_payload/source_id,pibs_payload/generation_time,pibs_payload/wifi_sig
7,41.73972333,-86.09935167,circle1,green,234.6,15/70,b827ebf014ce,1539730986,-92
8,41.73972167,-86.09935667,circle1,green,234,15/70,b827ebf014ce,1539730989,-95
9,41.739725,-86.09935833,circle1,green,235,15/70,b827ebf014ce,1539730992,-95
10,41.73972833,-86.09935833,circle1,green,235.5,14/70,b827ebf014ce,1539730995,-96
11,41.73973,-86.099355,circle1,green,235.8,15/70,b827ebf014ce,1539730998,-95
12,41.73973667,-86.099345,circle1,green,235.8,15/70,b827ebf014ce,1539731002,-95
13,41.73974,-86.09933833,circle1,green,235.7,14/70,b827ebf014ce,1539731005,-96
14,41.73974,-86.09933667,circle1,green,235.7,16/70,b827ebf014ce,1539731008,-96
15,41.73974,-86.09933667,circle1,green,235.7,16/70,b827ebf014ce,1539731011,-96
16,41.73974,-86.09933667,circle1,green,235.7,16/70,b827ebf014ce,1539731014,-94
17,41.73974,-86.09933667,circle1,green,235.7,16/70,b827ebf014ce,1539731017,-94
18,41.73974,-86.09933667,circle1,green,235.7,16/70,b827ebf014ce,1539731021,-94
19,41.73974,-86.09933667,circle1,green,235.7,19/70,b827ebf014ce,1539731024,-91
20,41.73974,-86.09933667,circle1,green,235.7,17/70,b827ebf014ce,1539731027,-91
21,41.73974,-86.09933667,circle1,green,235.7,15/70,b827ebf014ce,1539731030,-94
22,41.73974,-86.09933667,circle1,green,235.7,20/70,b827ebf014ce,1539731033,-94
23,41.73974,-86.09933667,circle1,green,235.7,20/70,b827ebf014ce,1539731036,-90
24,41.73974,-86.09933667,circle1,green,235.7,16/70,b827ebf014ce,1539731040,-94
25,41.73974,-86.09933667,circle1,green,235.7,18/70,b827ebf014ce,1539731043,-92
26,41.73974,-86.099335,circle1,green,235.7,18/70,b827ebf014ce,1539731046,-92
27,41.73974,-86.099335,circle1,green,235.7,18/70,b827ebf014ce,1539731049,-92
28,41.73974,-86.099335,circle1,green,235.7,19/70,b827ebf014ce,1539731052,-91
29,41.73974,-86.099335,circle1,green,235.7,19/70,b827ebf014ce,1539731055,-91
30,41.73974167,-86.099335,circle1,green,235.7,19/70,b827ebf014ce,1539731059,-91
31,41.73974167,-86.099335,circle1,green,235.7,16/70,b827ebf014ce,1539731062,-94
32,41.73974167,-86.099335,circle1,green,235.7,18/70,b827ebf014ce,1539731065,-92
33,41.73974,-86.099335,circle1,green,235.7,18/70,b827ebf014ce,1539731068,-92
34,41.73974,-86.099335,circle1,green,235.7,19/70,b827ebf014ce,1539731071,-91
35,41.73974,-86.099335,circle1,green,235.7,16/70,b827ebf014ce,1539731074,-94
36,41.73974,-86.099335,circle1,green,235.7,16/70,b827ebf014ce,1539731078,-94
37,41.73974,-86.099335,circle1,green,235.7,20/70,b827ebf014ce,1539731081,-90
38,41.73974,-86.099335,circle1,green,235.7,15/70,b827ebf014ce,1539731084,-95
39,41.73974,-86.099335,circle1,green,235.7,13/70,b827ebf014ce,1539731087,-95
40,41.73974,-86.099335,circle1,green,235.7,17/70,b827ebf014ce,1539731090,-93
41,41.73974,-86.099335,circle1,green,235.7,16/70,b827ebf014ce,1539731093,-94
42,41.73974,-86.099335,circle1,green,235.7,16/70,b827ebf014ce,1539731097,-95
