pibs_payload/msg_num,pibs_payload/current_position/0,pibs_payload/current_position/1,,,pibs_payload/current_position/2,pibs_payload/wifi_qual,pibs_payload/source_id,pibs_payload/generation_time,pibs_payload/wifi_sig
143,41.73983,-86.09801167,circle1,blue,235.1,24/70,b827ebefdb50,1539731661,-86
60,41.73974,-86.099335,circle1,green,235.7,64/70,b827ebf014ce,1539731154,-48
61,41.73974,-86.09933333,circle1,green,235.7,64/70,b827ebf014ce,1539731157,-47
62,41.73974,-86.09933333,circle1,green,235.7,66/70,b827ebf014ce,1539731160,-44
63,41.73974,-86.09933333,circle1,green,235.8,63/70,b827ebf014ce,1539731163,-46
64,41.73974,-86.09933333,circle1,green,235.8,66/70,b827ebf014ce,1539731166,-47
65,41.73974,-86.09933333,circle1,green,235.8,63/70,b827ebf014ce,1539731169,-49
66,41.73974,-86.09933333,circle1,green,235.8,64/70,b827ebf014ce,1539731173,-46
67,41.73974,-86.09933333,circle1,green,235.8,67/70,b827ebf014ce,1539731176,-45
68,41.73974,-86.09933333,circle1,green,235.8,63/70,b827ebf014ce,1539731179,-45
69,41.73974,-86.09933333,circle1,green,235.8,63/70,b827ebf014ce,1539731182,-44
70,41.73974,-86.09933333,circle1,green,235.8,61/70,b827ebf014ce,1539731185,-49
71,41.73974,-86.09933333,circle1,green,235.8,66/70,b827ebf014ce,1539731188,-48
73,41.73974,-86.09933333,circle1,green,235.8,62/70,b827ebf014ce,1539731195,-48
74,41.73974,-86.09933333,circle1,green,235.8,61/70,b827ebf014ce,1539731198,-46
75,41.73974,-86.09933333,circle1,green,235.8,62/70,b827ebf014ce,1539731201,-47
80,41.73974,-86.09933333,circle1,green,235.8,61/70,b827ebf014ce,1539731217,-51
81,41.73974,-86.09933333,circle1,green,235.8,61/70,b827ebf014ce,1539731220,-51
82,41.73974,-86.09933333,circle1,green,235.8,58/70,b827ebf014ce,1539731223,-51
83,41.73974,-86.09933333,circle1,green,235.8,62/70,b827ebf014ce,1539731226,-50
84,41.73974,-86.09933333,circle1,green,235.8,64/70,b827ebf014ce,1539731230,-46
100,41.73974333,-86.09933333,circle1,green,235.2,62/70,b827ebf014ce,1539731280,-48
101,41.73974333,-86.09933333,circle1,green,235.2,62/70,b827ebf014ce,1539731283,-46
